market_segment,channel_used,campaign_type,impressions,clicks,conversion_rate,roi,acquisition_cost
Health & Wellness,Instagram,Display,8433,671,0.001,0.073,10618
Tech Enthusiasts,Website,Email,1043,321,0.001,0.072,9482
Outdoor Adventurers,YouTube,Search,4453,132,0.001,0.035,14929
Foodies,Google Ads,Display,9889,123,0.0,0.035,7700
Foodies,Website,Social Media,5764,147,0.001,0.063,9786
Fashionistas,Facebook,Influencer,9923,469,0.0,0.026,13888
Foodies,Email,Social Media,4009,285,0.001,0.051,12790
Health & Wellness,Google Ads,Email,1659,377,0.0,0.057,9164
Tech Enthusiasts,YouTube,Display,2099,299,0.001,0.034,12729
Fashionistas,Website,Social Media,5724,963,0.001,0.049,19698
Outdoor Adventurers,Website,Search,6815,279,0.001,0.077,5680
Fashionistas,Facebook,Search,2093,656,0.001,0.026,12492
Foodies,Email,Influencer,8207,466,0.002,0.026,6292
Tech Enthusiasts,Facebook,Influencer,5994,789,0.001,0.074,19217
Fashionistas,Email,Influencer,5179,520,0.001,0.049,15432
Foodies,Instagram,Search,6668,200,0.001,0.071,8593
Tech Enthusiasts,Facebook,Search,9201,577,0.001,0.051,9723
Outdoor Adventurers,Google Ads,Email,2461,582,0.001,0.058,19974
Tech Enthusiasts,Website,Influencer,4514,221,0.0,0.036,18780
Fashionistas,YouTube,Influencer,3018,773,0.001,0.047,16594
Foodies,Facebook,Search,5699,331,0.001,0.041,17226
Fashionistas,Instagram,Social Media,9996,316,0.001,0.038,15664
Health & Wellness,Website,Email,5921,301,0.0,0.059,10403
Tech Enthusiasts,YouTube,Influencer,6836,116,0.0,0.042,9712
Foodies,Google Ads,Social Media,9000,987,0.001,0.074,17117
Foodies,Google Ads,Influencer,1698,690,0.001,0.057,13593
Outdoor Adventurers,Instagram,Email,8122,917,0.0,0.032,18167
Foodies,Facebook,Search,5287,221,0.001,0.044,11054
Outdoor Adventurers,YouTube,Search,7061,856,0.0,0.063,6728
Tech Enthusiasts,YouTube,Influencer,3982,933,0.0,0.039,10914
Foodies,Google Ads,Email,6210,104,0.001,0.058,17313
Outdoor Adventurers,YouTube,Display,1689,988,0.001,0.036,11095
Health & Wellness,Google Ads,Email,6784,860,0.001,0.052,5130
Tech Enthusiasts,YouTube,Social Media,7657,794,0.0,0.032,13482
Health & Wellness,YouTube,Display,9257,447,0.0,0.026,18932
Fashionistas,Facebook,Social Media,5628,610,0.0,0.065,16093
Fashionistas,Facebook,Influencer,6237,666,0.001,0.028,14899
Fashionistas,Facebook,Influencer,1955,330,0.001,0.07,8127
Foodies,Website,Email,6414,816,0.001,0.06,10839
Foodies,YouTube,Social Media,5609,176,0.0,0.071,16218
Foodies,Instagram,Email,9197,228,0.001,0.023,7791
Outdoor Adventurers,YouTube,Display,2267,818,0.0,0.068,17214
Tech Enthusiasts,Instagram,Social Media,3985,970,0.001,0.07,12922
Health & Wellness,Instagram,Email,4366,518,0.002,0.047,14159
Health & Wellness,Instagram,Email,6313,292,0.001,0.028,5428
Fashionistas,Email,Influencer,4248,826,0.0,0.038,9830
Tech Enthusiasts,YouTube,Search,8525,120,0.0,0.055,17467
Foodies,Website,Email,2439,652,0.001,0.056,16475
Health & Wellness,Instagram,Influencer,9717,275,0.001,0.04,15682
Fashionistas,Instagram,Influencer,1215,201,0.0,0.025,11186
Health & Wellness,Email,Search,8222,455,0.001,0.046,14889
Health & Wellness,Instagram,Influencer,2542,244,0.001,0.066,10706
Outdoor Adventurers,Facebook,Search,5801,538,0.0,0.031,5757
Tech Enthusiasts,Email,Email,6930,147,0.001,0.07,18035
Outdoor Adventurers,Google Ads,Influencer,6815,149,0.0,0.069,5234
Health & Wellness,YouTube,Search,8752,753,0.001,0.042,12495
Outdoor Adventurers,Instagram,Display,4360,368,0.001,0.076,8241
Foodies,Email,Email,9417,194,0.001,0.064,19562
Health & Wellness,Facebook,Display,2838,172,0.0,0.076,19456
Foodies,YouTube,Social Media,7051,740,0.001,0.036,10420
Foodies,Website,Social Media,6874,580,0.001,0.064,17493
Foodies,Instagram,Email,6218,798,0.001,0.043,18686
Foodies,YouTube,Social Media,1333,940,0.001,0.078,16765
Health & Wellness,Facebook,Display,9848,325,0.001,0.024,17991
Tech Enthusiasts,Facebook,Display,6228,637,0.0,0.067,14481
Health & Wellness,Email,Search,5551,736,0.001,0.05,17531
Outdoor Adventurers,Facebook,Influencer,8942,305,0.001,0.061,15814
Foodies,Website,Display,5824,512,0.001,0.04,14037
Fashionistas,Instagram,Search,6980,870,0.001,0.032,14493
Tech Enthusiasts,Instagram,Influencer,4794,702,0.0,0.058,19520
Tech Enthusiasts,Email,Social Media,6720,520,0.001,0.048,5538
Outdoor Adventurers,YouTube,Social Media,5005,767,0.001,0.035,10493
Outdoor Adventurers,Website,Search,6621,471,0.001,0.074,16116
Fashionistas,YouTube,Email,5101,701,0.001,0.026,7708
Fashionistas,YouTube,Social Media,9752,935,0.001,0.059,5935
Fashionistas,YouTube,Email,7613,893,0.0,0.05,9290
Tech Enthusiasts,Instagram,Email,2450,467,0.001,0.025,19426
Health & Wellness,YouTube,Email,7984,308,0.001,0.036,17183
Health & Wellness,Website,Display,2539,374,0.001,0.026,15890
Fashionistas,Google Ads,Social Media,5334,676,0.001,0.071,6341
Health & Wellness,Email,Display,3473,301,0.001,0.079,16615
Tech Enthusiasts,Website,Email,9465,471,0.001,0.078,18822
Foodies,Facebook,Search,5803,167,0.001,0.077,15713
Health & Wellness,Google Ads,Influencer,9308,397,0.001,0.038,19754
Fashionistas,Facebook,Social Media,7086,260,0.0,0.06,16073
Foodies,Instagram,Search,6304,676,0.001,0.06,13716
Health & Wellness,Facebook,Display,6150,508,0.001,0.05,12341
Foodies,YouTube,Social Media,8771,353,0.0,0.049,13702
Fashionistas,Facebook,Social Media,4781,682,0.0,0.073,18224
Outdoor Adventurers,Website,Influencer,7660,830,0.0,0.068,15530
Outdoor Adventurers,Website,Display,2811,736,0.001,0.05,19102
Foodies,Instagram,Search,5738,955,0.001,0.033,17123
Outdoor Adventurers,YouTube,Search,9494,262,0.0,0.058,8103
Foodies,Facebook,Display,3071,776,0.001,0.072,6787
Tech Enthusiasts,Instagram,Social Media,7234,883,0.001,0.079,18464
Fashionistas,YouTube,Search,5047,986,0.001,0.054,5214
Foodies,Email,Influencer,6302,215,0.001,0.048,17678
Outdoor Adventurers,Website,Social Media,1167,965,0.001,0.032,10365
Tech Enthusiasts,Instagram,Email,1144,640,0.001,0.075,11139
Tech Enthusiasts,Instagram,Search,2697,388,0.001,0.022,18407
Foodies,Instagram,Influencer,5354,494,0.001,0.052,10863
Tech Enthusiasts,Instagram,Search,8524,432,0.001,0.064,11535
Tech Enthusiasts,YouTube,Search,7706,237,0.0,0.067,16117
Outdoor Adventurers,Facebook,Email,6859,247,0.0,0.05,7641
Fashionistas,Website,Search,4127,849,0.001,0.059,19122
Health & Wellness,Google Ads,Influencer,9220,421,0.001,0.033,19905
Foodies,YouTube,Search,1378,775,0.0,0.061,9710
Tech Enthusiasts,Facebook,Display,9372,158,0.001,0.056,11135
Health & Wellness,YouTube,Search,1624,581,0.0,0.057,18860
Outdoor Adventurers,Google Ads,Influencer,1803,745,0.001,0.05,9642
Tech Enthusiasts,Instagram,Social Media,1454,837,0.001,0.079,9225
Foodies,Google Ads,Search,1716,265,0.001,0.063,12493
Fashionistas,Email,Email,4716,941,0.001,0.023,14740
Health & Wellness,YouTube,Search,4930,517,0.0,0.065,17300
Health & Wellness,Instagram,Email,9196,403,0.001,0.028,7787
Foodies,Email,Display,8601,905,0.001,0.036,7865
Fashionistas,Email,Search,7905,434,0.001,0.024,17467
Health & Wellness,YouTube,Email,3562,761,0.001,0.02,14184
Fashionistas,Google Ads,Influencer,9943,921,0.001,0.058,10088
Foodies,Instagram,Search,2621,457,0.001,0.079,6341
Tech Enthusiasts,Email,Influencer,5430,430,0.001,0.061,16691
Outdoor Adventurers,Website,Email,1947,973,0.0,0.073,5279
Tech Enthusiasts,Website,Email,2538,129,0.001,0.036,13778
Fashionistas,Email,Influencer,2868,698,0.001,0.056,16094
Fashionistas,Email,Email,4161,588,0.0,0.028,16512
Fashionistas,Google Ads,Email,6235,141,0.0,0.078,7247
Tech Enthusiasts,Email,Influencer,3785,416,0.0,0.053,5244
Outdoor Adventurers,Facebook,Email,9066,655,0.002,0.074,14082
Foodies,Email,Social Media,9866,557,0.001,0.059,17786
Foodies,Facebook,Influencer,2211,411,0.001,0.036,19714
Health & Wellness,Instagram,Display,5588,750,0.0,0.031,6582
Fashionistas,Google Ads,Email,2996,260,0.001,0.048,16574
Health & Wellness,Email,Email,8676,890,0.001,0.031,18996
Tech Enthusiasts,Instagram,Influencer,6394,340,0.001,0.049,13107
Health & Wellness,Website,Influencer,2288,714,0.001,0.074,5801
Outdoor Adventurers,Google Ads,Influencer,9548,172,0.001,0.064,8660
Health & Wellness,Website,Display,6711,363,0.001,0.022,9283
Health & Wellness,Instagram,Influencer,6554,876,0.001,0.065,12002
Tech Enthusiasts,Website,Display,4566,605,0.001,0.046,12929
Outdoor Adventurers,Google Ads,Search,1353,727,0.001,0.048,16013
Outdoor Adventurers,Google Ads,Search,2900,508,0.001,0.045,6640
Outdoor Adventurers,Instagram,Email,8859,261,0.0,0.028,12075
Foodies,Google Ads,Email,4623,444,0.001,0.064,5236
Health & Wellness,Google Ads,Social Media,2473,629,0.001,0.064,18195
Health & Wellness,YouTube,Social Media,5800,348,0.001,0.068,12557
Health & Wellness,Email,Social Media,7660,971,0.0,0.07,12024
Fashionistas,Facebook,Influencer,2508,133,0.001,0.058,13831
Outdoor Adventurers,Instagram,Display,7391,952,0.0,0.029,14207
Tech Enthusiasts,Instagram,Email,8788,593,0.001,0.054,10698
Health & Wellness,Google Ads,Display,5065,897,0.0,0.022,7321
Tech Enthusiasts,Email,Email,3769,934,0.001,0.037,5070
Health & Wellness,Website,Email,8142,594,0.001,0.075,8417
Outdoor Adventurers,Email,Social Media,1790,155,0.001,0.077,12149
Outdoor Adventurers,Instagram,Influencer,4768,213,0.0,0.026,18733
Health & Wellness,Google Ads,Influencer,6849,433,0.001,0.05,13282
Tech Enthusiasts,Website,Search,3644,956,0.001,0.06,5027
Tech Enthusiasts,Facebook,Social Media,4981,454,0.001,0.06,14540
Health & Wellness,Email,Search,8196,392,0.001,0.04,10905
Health & Wellness,Website,Display,6899,305,0.001,0.07,16970
Outdoor Adventurers,Google Ads,Email,8782,187,0.0,0.053,14910
Foodies,YouTube,Email,6861,607,0.001,0.064,12528
Fashionistas,YouTube,Email,3022,530,0.0,0.062,18796
Foodies,Email,Social Media,2151,177,0.001,0.027,14635
Tech Enthusiasts,YouTube,Display,9814,117,0.0,0.078,8562
Outdoor Adventurers,Instagram,Social Media,5556,598,0.001,0.055,18690
Fashionistas,Website,Email,1535,145,0.001,0.07,11229
Fashionistas,YouTube,Influencer,5487,819,0.0,0.045,8633
Outdoor Adventurers,Instagram,Display,2105,881,0.0,0.024,11529
Outdoor Adventurers,Website,Influencer,5983,626,0.0,0.039,13763
Tech Enthusiasts,Google Ads,Social Media,5330,303,0.001,0.051,13348
Tech Enthusiasts,Email,Influencer,8500,667,0.001,0.054,17808
Fashionistas,YouTube,Influencer,8713,209,0.001,0.06,5680
Tech Enthusiasts,Email,Social Media,3307,425,0.0,0.067,9893
Tech Enthusiasts,Google Ads,Social Media,6714,438,0.0,0.02,18741
Outdoor Adventurers,Facebook,Social Media,6088,722,0.001,0.029,13305
Foodies,Facebook,Social Media,9693,803,0.0,0.064,16791
Health & Wellness,Google Ads,Search,1064,434,0.0,0.078,7349
Fashionistas,Website,Email,1193,609,0.0,0.032,15672
Health & Wellness,Instagram,Search,5856,866,0.0,0.07,15366
Fashionistas,Website,Search,1948,574,0.001,0.067,8497
Tech Enthusiasts,Email,Social Media,6924,954,0.001,0.059,10770
Health & Wellness,Facebook,Display,2859,960,0.001,0.05,5325
Health & Wellness,Google Ads,Email,7334,584,0.0,0.068,8772
Fashionistas,Website,Email,2367,670,0.001,0.04,10653
Outdoor Adventurers,YouTube,Social Media,9944,575,0.0,0.075,9676
Tech Enthusiasts,Instagram,Display,7632,430,0.001,0.031,11347
Tech Enthusiasts,Instagram,Influencer,4424,690,0.0,0.067,9661
Foodies,Facebook,Influencer,7005,289,0.0,0.06,17881
Foodies,YouTube,Search,7641,140,0.001,0.067,17440
Tech Enthusiasts,Website,Display,1731,492,0.001,0.071,7053
Foodies,Google Ads,Influencer,5832,533,0.001,0.066,7803
Tech Enthusiasts,Instagram,Social Media,8407,816,0.001,0.039,6994
Tech Enthusiasts,Instagram,Influencer,6262,607,0.001,0.07,18943
Tech Enthusiasts,Website,Email,8428,670,0.001,0.04,7562
Tech Enthusiasts,Email,Email,5144,899,0.001,0.075,7740
Foodies,Facebook,Social Media,4782,836,0.001,0.031,11783
Outdoor Adventurers,Website,Social Media,1192,435,0.0,0.052,12132
Tech Enthusiasts,YouTube,Search,3572,214,0.001,0.031,5430
Tech Enthusiasts,Email,Search,5779,441,0.0,0.065,12047
Tech Enthusiasts,Instagram,Social Media,3959,238,0.0,0.071,15691
Foodies,Facebook,Email,9551,129,0.001,0.05,15132
Outdoor Adventurers,YouTube,Email,4397,173,0.001,0.061,13380
Tech Enthusiasts,YouTube,Influencer,3307,308,0.0,0.024,5770
Foodies,Email,Influencer,4849,712,0.001,0.027,8500
Fashionistas,Google Ads,Email,5032,187,0.001,0.048,18453
Fashionistas,Facebook,Social Media,6146,825,0.0,0.056,19030
Fashionistas,Instagram,Search,9105,131,0.001,0.025,9833
Health & Wellness,Website,Email,9090,903,0.0,0.042,11581
Outdoor Adventurers,Google Ads,Search,9896,483,0.0,0.044,12573
Tech Enthusiasts,Google Ads,Search,9710,794,0.001,0.042,9517
Fashionistas,Facebook,Search,6487,344,0.001,0.036,7672
Tech Enthusiasts,Email,Email,9741,938,0.0,0.07,10127
Fashionistas,Email,Social Media,5299,588,0.001,0.042,16265
Tech Enthusiasts,Email,Influencer,7396,423,0.001,0.036,12399
Fashionistas,Google Ads,Social Media,4930,102,0.001,0.053,10179
Fashionistas,YouTube,Social Media,1468,307,0.0,0.038,18123
Fashionistas,Email,Influencer,9383,496,0.0,0.047,5481
Foodies,Facebook,Email,3756,964,0.001,0.06,18673
Outdoor Adventurers,Google Ads,Social Media,9853,174,0.001,0.042,16853
Foodies,Google Ads,Influencer,6003,373,0.001,0.026,18729
Outdoor Adventurers,Facebook,Email,9943,268,0.001,0.066,8832
Outdoor Adventurers,Google Ads,Email,6571,177,0.001,0.046,11318
Fashionistas,Facebook,Display,5864,345,0.001,0.075,8396
Fashionistas,Email,Display,2828,205,0.001,0.044,16132
Fashionistas,YouTube,Social Media,3148,963,0.001,0.078,8972
Outdoor Adventurers,Facebook,Search,5592,754,0.0,0.028,6117
Tech Enthusiasts,YouTube,Email,8555,304,0.001,0.041,8036
Fashionistas,Instagram,Influencer,9956,212,0.001,0.041,6987
Fashionistas,Instagram,Influencer,1804,322,0.001,0.079,6760
Health & Wellness,Website,Influencer,8425,563,0.0,0.068,13907
Outdoor Adventurers,Facebook,Search,4482,187,0.001,0.039,19441
Foodies,Website,Social Media,9784,334,0.001,0.029,10535
Fashionistas,Facebook,Influencer,9367,302,0.001,0.05,7254
Tech Enthusiasts,Google Ads,Email,7721,628,0.0,0.024,17392
Outdoor Adventurers,Email,Influencer,8717,521,0.001,0.055,11298
Foodies,Google Ads,Social Media,3353,464,0.001,0.054,11082
Tech Enthusiasts,Facebook,Display,3552,903,0.001,0.048,18746
Tech Enthusiasts,YouTube,Social Media,8629,176,0.001,0.073,13923
Tech Enthusiasts,Email,Influencer,6917,190,0.001,0.053,18157
Health & Wellness,Website,Search,9530,942,0.002,0.071,6920
Foodies,Google Ads,Influencer,1209,912,0.001,0.074,17162
Fashionistas,YouTube,Email,3157,694,0.001,0.038,12918
Outdoor Adventurers,Facebook,Influencer,6439,118,0.0,0.021,9323
Tech Enthusiasts,Email,Influencer,1895,448,0.001,0.047,9800
Tech Enthusiasts,Facebook,Display,1636,728,0.002,0.078,16870
Foodies,Instagram,Social Media,8837,208,0.001,0.046,6312
Health & Wellness,Facebook,Influencer,3565,640,0.001,0.032,7239
Outdoor Adventurers,Email,Email,9059,371,0.0,0.042,19021
Tech Enthusiasts,Email,Influencer,7954,106,0.0,0.057,10549
Outdoor Adventurers,Email,Social Media,2006,612,0.0,0.036,6813
Health & Wellness,Email,Influencer,6136,782,0.001,0.042,12425
Outdoor Adventurers,Email,Email,7955,532,0.001,0.021,17496
Fashionistas,Website,Influencer,7554,971,0.001,0.033,8735
Tech Enthusiasts,Facebook,Social Media,8472,311,0.001,0.057,8857
Tech Enthusiasts,Google Ads,Social Media,7130,444,0.0,0.072,12375
Tech Enthusiasts,Facebook,Influencer,3777,729,0.0,0.072,15892
Fashionistas,Google Ads,Search,1883,409,0.0,0.066,8066
Fashionistas,YouTube,Display,3224,183,0.001,0.049,11101
Tech Enthusiasts,Google Ads,Social Media,5532,932,0.001,0.029,11263
Foodies,Google Ads,Social Media,6614,549,0.001,0.058,17126
Foodies,Google Ads,Social Media,6300,280,0.001,0.072,19313
Outdoor Adventurers,Email,Search,8994,264,0.001,0.056,14499
Outdoor Adventurers,Instagram,Search,3535,864,0.001,0.045,12109
Foodies,Website,Influencer,9877,892,0.0,0.045,12915
Outdoor Adventurers,Facebook,Social Media,6960,173,0.0,0.022,10972
Fashionistas,Google Ads,Display,7841,763,0.0,0.042,17146
Foodies,YouTube,Display,1672,984,0.001,0.054,16826
Health & Wellness,Instagram,Email,3988,866,0.0,0.024,19876
Foodies,Google Ads,Social Media,8024,301,0.001,0.08,10029
Tech Enthusiasts,Instagram,Influencer,2351,661,0.001,0.032,11064
Tech Enthusiasts,Google Ads,Display,9300,123,0.002,0.067,6504
Foodies,YouTube,Influencer,1242,693,0.001,0.05,19844
Foodies,YouTube,Influencer,1782,186,0.0,0.03,12443
Tech Enthusiasts,Instagram,Display,5840,201,0.001,0.038,5864
Health & Wellness,YouTube,Social Media,2146,993,0.0,0.05,14556
Outdoor Adventurers,Google Ads,Social Media,4368,591,0.001,0.058,15732
Health & Wellness,Google Ads,Influencer,8406,211,0.001,0.044,7257
Health & Wellness,Email,Display,8242,618,0.0,0.045,8413
Foodies,Instagram,Email,7161,507,0.001,0.053,15437
Health & Wellness,YouTube,Social Media,7815,945,0.001,0.046,18666
Tech Enthusiasts,Website,Display,2900,369,0.001,0.064,7595
Foodies,YouTube,Email,6740,652,0.001,0.078,6113
Foodies,YouTube,Email,8846,574,0.001,0.022,11708
Foodies,Instagram,Display,3587,858,0.001,0.071,14993
Health & Wellness,Email,Influencer,1992,131,0.001,0.071,8801
Tech Enthusiasts,Email,Influencer,2321,629,0.002,0.034,17067
Outdoor Adventurers,Facebook,Display,7009,856,0.001,0.057,7268
Outdoor Adventurers,Email,Display,1128,940,0.0,0.035,6091
Tech Enthusiasts,YouTube,Search,9553,400,0.001,0.078,5960
Tech Enthusiasts,Instagram,Influencer,6349,678,0.001,0.023,7382
Fashionistas,Instagram,Social Media,7470,525,0.001,0.024,7184
Outdoor Adventurers,YouTube,Influencer,9428,722,0.001,0.044,15462
Fashionistas,Google Ads,Search,6215,243,0.0,0.043,19773
Tech Enthusiasts,Website,Display,7525,628,0.001,0.059,11738
Outdoor Adventurers,Email,Influencer,7244,300,0.001,0.066,13594
Foodies,Facebook,Social Media,6252,427,0.0,0.056,11047
Health & Wellness,Facebook,Social Media,3575,269,0.0,0.06,7319
Health & Wellness,Website,Display,5910,398,0.0,0.032,19697
Outdoor Adventurers,Instagram,Email,9097,477,0.0,0.041,10227
Outdoor Adventurers,Email,Search,3864,351,0.001,0.048,5376
Health & Wellness,Instagram,Display,4228,504,0.001,0.035,18790
Health & Wellness,Google Ads,Search,3838,868,0.001,0.066,11628
Tech Enthusiasts,Google Ads,Email,9779,448,0.001,0.035,18335
Foodies,Facebook,Influencer,3706,381,0.001,0.068,14594
Outdoor Adventurers,Website,Influencer,2878,556,0.001,0.068,15973
Health & Wellness,Instagram,Social Media,4385,497,0.001,0.029,15101
Fashionistas,Website,Email,3665,418,0.001,0.06,10122
Foodies,Website,Display,7180,621,0.002,0.042,7802
Foodies,Facebook,Influencer,4721,705,0.0,0.049,13662
Fashionistas,Instagram,Search,6664,284,0.001,0.049,19207
Foodies,Email,Influencer,1268,241,0.0,0.057,9328
Fashionistas,Facebook,Email,4728,360,0.001,0.051,9558
Fashionistas,Instagram,Display,9534,293,0.001,0.053,10631
Outdoor Adventurers,Google Ads,Email,9991,464,0.0,0.076,19902
Health & Wellness,Facebook,Search,5869,624,0.001,0.06,7086
Fashionistas,Website,Social Media,9725,968,0.001,0.023,11332
Foodies,Instagram,Influencer,5480,617,0.001,0.025,15817
Tech Enthusiasts,Instagram,Influencer,1655,377,0.001,0.08,17001
Outdoor Adventurers,Facebook,Influencer,6789,328,0.0,0.046,13659
Tech Enthusiasts,YouTube,Influencer,9701,194,0.001,0.068,18557
Fashionistas,YouTube,Display,9382,776,0.0,0.05,5875
Health & Wellness,Google Ads,Display,2186,761,0.002,0.035,10556
Fashionistas,Instagram,Search,5038,289,0.001,0.062,11526
Tech Enthusiasts,YouTube,Display,4288,364,0.0,0.057,13264
Tech Enthusiasts,Facebook,Influencer,6828,452,0.0,0.067,18963
Tech Enthusiasts,Email,Social Media,7327,344,0.0,0.054,12159
Tech Enthusiasts,Email,Influencer,6655,679,0.001,0.037,15039
Foodies,YouTube,Social Media,4346,268,0.0,0.043,7113
Health & Wellness,Email,Display,4474,561,0.001,0.02,13504
Health & Wellness,YouTube,Influencer,7782,265,0.0,0.056,5475
Outdoor Adventurers,Website,Email,4036,816,0.0,0.078,12252
Outdoor Adventurers,Email,Display,1545,606,0.001,0.067,5708
Foodies,YouTube,Email,1014,602,0.001,0.032,11148
Foodies,Google Ads,Display,3613,452,0.001,0.025,13061
Fashionistas,YouTube,Search,3794,217,0.001,0.028,10573
Outdoor Adventurers,Instagram,Influencer,4208,162,0.001,0.035,9575
Foodies,Email,Influencer,3711,623,0.001,0.053,8008
Fashionistas,Facebook,Email,9861,372,0.0,0.069,16287
Health & Wellness,Google Ads,Display,2301,502,0.001,0.06,11570
